rbd,program_code,program_track,program_specialty_sector,program_specialty_name,program_gender,program_school_day
25613,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25615,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25625,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25644,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25645,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25655,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25671,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25676,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25681,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25692,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25693,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25695,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25697,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
25700,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25703,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25704,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25709,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25711,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25712,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25713,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25714,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25716,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25717,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25718,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25722,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25725,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25727,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
25737,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25739,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25749,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25751,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25766,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25767,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25770,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
25779,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25781,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25783,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25790,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
25795,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
25798,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25804,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25814,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25824,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25826,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25829,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25839,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
25843,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25850,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25853,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25855,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25865,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25882,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25885,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25894,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25895,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25899,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25916,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25919,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
25921,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25922,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25926,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25929,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25936,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25944,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25950,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25954,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25960,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25961,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25969,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25976,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
25984,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25988,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25995,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
25999,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26001,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26006,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26012,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26017,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26033,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26035,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26037,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26045,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26053,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26075,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
26083,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26084,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26092,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
26094,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
